'大学ｺｰﾄﾞ,'学部ｺｰﾄﾞ,'学科ｺｰﾄﾞ,'日程ｺｰﾄﾞ,'方式ｺｰﾄﾞ,'小分類CD,'大学名,'学部名,'学科名,'日程,'入試方式,'小分類名,'募集単位,'県CD
'3797,'64,'01,'0,'0,'651,'広島文化学園大,'看護　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'34
'3797,'65,'00,'0,'0,'242,'広島文化学園大,'人間健康,'　　　　　　,'　,'　　　,'社会福祉学,'0,'34
'3797,'65,'01,'0,'0,'242,'広島文化学園大,'人間健康,'スポーツ健康,'　,'　　　,'社会福祉学,'1,'34
'3798,'03,'00,'0,'0,'101,'比治山大　　　,'現代文化,'　　　　　　,'　,'　　　,'日本文学　,'0,'34
'3798,'03,'04,'0,'0,'101,'比治山大　　　,'現代文化,'言語文化　　,'　,'　　　,'日本文学　,'1,'34
'3798,'03,'06,'0,'0,'243,'比治山大　　　,'現代文化,'マスコミュニ,'　,'　　　,'観光学　　,'1,'34
'3798,'03,'07,'0,'0,'105,'比治山大　　　,'現代文化,'社会臨床心理,'　,'　　　,'心理学　　,'1,'34
'3798,'03,'08,'0,'0,'301,'比治山大　　　,'現代文化,'子ども発達教,'　,'　　　,'小学校　　,'1,'34
'3798,'64,'00,'0,'0,'402,'比治山大　　　,'健康栄養,'　　　　　　,'　,'　　　,'食物・栄養,'0,'34
'3798,'64,'01,'0,'0,'402,'比治山大　　　,'健康栄養,'健康栄養　　,'　,'　　　,'食物・栄養,'1,'34
'3799,'18,'00,'0,'0,'221,'広島経大　　　,'経済　　,'　　　　　　,'　,'　　　,'経済学　　,'0,'34
'3799,'18,'02,'0,'0,'221,'広島経大　　　,'経済　　,'経済　　　　,'　,'　　　,'経済学　　,'1,'34
'3799,'19,'00,'0,'0,'222,'広島経大　　　,'経営　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'34
'3799,'19,'01,'0,'0,'222,'広島経大　　　,'経営　　,'経営　　　　,'　,'　　　,'経営学・商,'1,'34
'3799,'19,'02,'0,'0,'222,'広島経大　　　,'経営　　,'スポーツ経営,'　,'　　　,'経営学・商,'1,'34
'3799,'21,'00,'0,'0,'223,'広島経大　　　,'メディア,'　　　　　　,'　,'　　　,'経営情報学,'0,'34
'3799,'21,'01,'0,'0,'223,'広島経大　　　,'メディア,'ビジネス情報,'　,'　　　,'経営情報学,'1,'34
'3799,'21,'02,'0,'0,'752,'広島経大　　　,'メディア,'メディアビジ,'　,'　　　,'総合情報学,'1,'34
'3800,'46,'00,'0,'0,'552,'広島工大　　　,'工　　　,'　　　　　　,'　,'　　　,'電気・電子,'0,'34
'3800,'46,'03,'0,'0,'552,'広島工大　　　,'工　　　,'電気シス工　,'　,'　　　,'電気・電子,'1,'34
'3800,'46,'06,'0,'0,'551,'広島工大　　　,'工　　　,'機械情報工　,'　,'　　　,'機械工学　,'1,'34
'3800,'46,'08,'0,'0,'554,'広島工大　　　,'工　　　,'建築工　　　,'　,'　　　,'建築・土木,'1,'34
'3800,'46,'10,'0,'0,'554,'広島工大　　　,'工　　　,'環境土木工　,'　,'　　　,'建築・土木,'1,'34
'3800,'46,'11,'0,'0,'552,'広島工大　　　,'工　　　,'電子／電子情,'　,'　　　,'電気・電子,'1,'34
'3800,'46,'12,'0,'0,'652,'広島工大　　　,'工　　　,'電子／臨床工,'　,'　　　,'医療技術　,'1,'34
'3800,'47,'00,'0,'0,'402,'広島工大　　　,'環境　　,'　　　　　　,'　,'　　　,'食物・栄養,'0,'34
'3800,'47,'04,'0,'0,'505,'広島工大　　　,'環境　　,'地球環境　　,'　,'　　　,'地球科学　,'1,'34
'3800,'47,'05,'0,'0,'405,'広島工大　　　,'環境　　,'建築デザイン,'　,'　　　,'住居学　　,'1,'34
'3800,'47,'06,'0,'0,'402,'広島工大　　　,'環境　　,'食健康科学　,'　,'　　　,'食物・栄養,'1,'34
'3800,'48,'00,'0,'0,'752,'広島工大　　　,'情報　　,'　　　　　　,'　,'　　　,'総合情報学,'0,'34
'3800,'48,'01,'0,'0,'553,'広島工大　　　,'情報　　,'情報工　　　,'　,'　　　,'情報工学　,'1,'34
'3800,'48,'05,'0,'0,'752,'広島工大　　　,'情報　　,'情報システム,'　,'　　　,'総合情報学,'1,'34
'3800,'48,'06,'0,'0,'752,'広島工大　　　,'情報　　,'情報マネジメ,'　,'　　　,'総合情報学,'1,'34
'3801,'02,'00,'0,'0,'106,'広島修道大　　,'人文　　,'　　　　　　,'　,'　　　,'文化学　　,'0,'34
'3801,'02,'01,'0,'0,'106,'広島修道大　　,'人文　　,'英語英文　　,'　,'　　　,'文化学　　,'1,'34
'3801,'02,'05,'0,'0,'301,'広島修道大　　,'人文　　,'教育　　　　,'　,'　　　,'小学校　　,'1,'34
'3801,'02,'06,'0,'0,'241,'広島修道大　　,'人文　　,'社会　　　　,'　,'　　　,'社会学　　,'1,'34
'3801,'12,'00,'0,'0,'201,'広島修道大　　,'法　　　,'　　　　　　,'　,'　　　,'法学　　　,'0,'34
'3801,'12,'02,'0,'0,'201,'広島修道大　　,'法　　　,'法律　　　　,'　,'　　　,'法学　　　,'1,'34
'3801,'20,'00,'0,'0,'222,'広島修道大　　,'商　　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'34
'3801,'20,'02,'0,'0,'222,'広島修道大　　,'商　　　,'経営　　　　,'　,'　　　,'経営学・商,'1,'34
'3801,'20,'03,'0,'0,'222,'広島修道大　　,'商　　　,'商　　　　　,'　,'　　　,'経営学・商,'1,'34
'3801,'21,'00,'0,'0,'221,'広島修道大　　,'経済科学,'　　　　　　,'　,'　　　,'経済学　　,'0,'34
'3801,'21,'01,'0,'0,'221,'広島修道大　　,'経済科学,'現代経済　　,'　,'　　　,'経済学　　,'1,'34
'3801,'21,'02,'0,'0,'221,'広島修道大　　,'経済科学,'経済情報　　,'　,'　　　,'経済学　　,'1,'34
'3801,'27,'00,'0,'0,'202,'広島修道大　　,'国際コミ,'　　　　　　,'　,'　　　,'政治学　　,'0,'34
'3801,'27,'01,'0,'0,'202,'広島修道大　　,'国際コミ,'国際政治　　,'　,'　　　,'政治学　　,'1,'34
'3801,'27,'02,'0,'0,'202,'広島修道大　　,'国際コミ,'地域行政　　,'　,'　　　,'政治学　　,'1,'34
'3801,'37,'00,'0,'0,'753,'広島修道大　　,'人間環境,'　　　　　　,'　,'　　　,'総合科学　,'0,'34
'3801,'37,'01,'0,'0,'753,'広島修道大　　,'人間環境,'人間環境　　,'　,'　　　,'総合科学　,'1,'34
'3801,'64,'00,'0,'0,'105,'広島修道大　　,'健康科学,'　　　　　　,'　,'　　　,'心理学　　,'0,'34
'3801,'64,'01,'0,'0,'105,'広島修道大　　,'健康科学,'心理　　　　,'　,'　　　,'心理学　　,'1,'34
'3801,'64,'02,'0,'0,'402,'広島修道大　　,'健康科学,'健康栄養　　,'　,'　　　,'食物・栄養,'1,'34
'3802,'02,'00,'0,'0,'106,'広島女学院大　,'人文　　,'　　　　　　,'　,'　　　,'文化学　　,'0,'34
'3802,'02,'01,'0,'0,'106,'広島女学院大　,'人文　　,'国際英語　　,'　,'　　　,'文化学　　,'1,'34
'3802,'02,'02,'0,'0,'101,'広島女学院大　,'人文　　,'日本文化　　,'　,'　　　,'日本文学　,'1,'34
'3802,'80,'00,'0,'0,'301,'広島女学院大　,'人間生活,'　　　　　　,'　,'　　　,'小学校　　,'0,'34
'3802,'80,'01,'0,'0,'401,'広島女学院大　,'人間生活,'生活デザイン,'　,'　　　,'生活科学　,'1,'34
'3802,'80,'02,'0,'0,'402,'広島女学院大　,'人間生活,'管理栄養　　,'　,'　　　,'食物・栄養,'1,'34
'3802,'80,'04,'0,'0,'301,'広島女学院大　,'人間生活,'児童教育　　,'　,'　　　,'小学校　　,'1,'34
'3804,'30,'00,'0,'0,'316,'広島文教大　　,'教育　　,'　　　　　　,'　,'　　　,'０免課程　,'0,'34
'3804,'30,'01,'0,'0,'301,'広島文教大　　,'教育　　,'教育／初等教,'　,'　　　,'小学校　　,'1,'34
'3804,'30,'02,'0,'0,'302,'広島文教大　　,'教育　　,'教育／中等教,'　,'　　　,'中高－国語,'1,'34
'3804,'37,'00,'0,'0,'105,'広島文教大　　,'人間科学,'　　　　　　,'　,'　　　,'心理学　　,'0,'34
'3804,'37,'01,'0,'0,'151,'広島文教大　　,'人間科学,'グローバルコ,'　,'　　　,'英米語　　,'1,'34
'3804,'37,'04,'0,'0,'242,'広島文教大　　,'人間科学,'人間福祉　　,'　,'　　　,'社会福祉学,'1,'34
'3804,'37,'05,'0,'0,'105,'広島文教大　　,'人間科学,'心理　　　　,'　,'　　　,'心理学　　,'1,'34
'3804,'37,'06,'0,'0,'402,'広島文教大　　,'人間科学,'人間栄養　　,'　,'　　　,'食物・栄養,'1,'34
'3805,'18,'00,'0,'0,'221,'福山大　　　　,'経済　　,'　　　　　　,'　,'　　　,'経済学　　,'0,'34
'3805,'18,'01,'0,'0,'221,'福山大　　　　,'経済　　,'経済　　　　,'　,'　　　,'経済学　　,'1,'34
'3805,'18,'02,'0,'0,'221,'福山大　　　　,'経済　　,'国際経済　　,'　,'　　　,'経済学　　,'1,'34
'3805,'18,'03,'0,'0,'222,'福山大　　　　,'経済　　,'税務会計　　,'　,'　　　,'経営学・商,'1,'34
'3805,'37,'00,'0,'0,'105,'福山大　　　　,'人間文化,'　　　　　　,'　,'　　　,'心理学　　,'0,'34
'3805,'37,'01,'0,'0,'106,'福山大　　　　,'人間文化,'人間文化　　,'　,'　　　,'文化学　　,'1,'34
'3805,'37,'03,'0,'0,'105,'福山大　　　　,'人間文化,'心理　　　　,'　,'　　　,'心理学　　,'1,'34
'3805,'37,'04,'0,'0,'455,'福山大　　　　,'人間文化,'メディア・映,'　,'　　　,'映像　　　,'1,'34
'3805,'46,'00,'0,'0,'551,'福山大　　　　,'工　　　,'　　　　　　,'　,'　　　,'機械工学　,'0,'34
'3805,'46,'01,'0,'0,'551,'福山大　　　　,'工　　　,'機械シス工　,'　,'　　　,'機械工学　,'1,'34
'3805,'46,'04,'0,'0,'553,'福山大　　　　,'工　　　,'情報工　　　,'　,'　　　,'情報工学　,'1,'34
'3805,'46,'06,'0,'0,'551,'福山大　　　　,'工　　　,'電気電子工　,'　,'　　　,'機械工学　,'1,'34
'3805,'46,'09,'0,'0,'554,'福山大　　　　,'工　　　,'建築　　　　,'　,'　　　,'建築・土木,'1,'34
'3805,'47,'00,'0,'0,'402,'福山大　　　　,'生命工　,'　　　　　　,'　,'　　　,'食物・栄養,'0,'34
'3805,'47,'01,'0,'0,'564,'福山大　　　　,'生命工　,'生物科学　　,'　,'　　　,'生物工学　,'1,'34
'3805,'47,'03,'0,'0,'708,'福山大　　　　,'生命工　,'海洋生物科学,'　,'　　　,'水産学　　,'1,'34
'3805,'47,'04,'0,'0,'402,'福山大　　　　,'生命工　,'健康栄養科学,'　,'　　　,'食物・栄養,'1,'34
'3805,'61,'00,'0,'0,'621,'福山大　　　　,'薬　　　,'　　　　　　,'　,'　　　,'薬　　　　,'0,'34
'3805,'61,'02,'0,'0,'621,'福山大　　　　,'薬　　　,'薬　　　　　,'　,'　　　,'薬　　　　,'1,'34
'3806,'19,'00,'0,'0,'222,'福山平成大　　,'経営　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'34
'3806,'19,'01,'0,'0,'222,'福山平成大　　,'経営　　,'経営　　　　,'　,'　　　,'経営学・商,'1,'34
'3806,'64,'00,'0,'0,'242,'福山平成大　　,'福祉健康,'　　　　　　,'　,'　　　,'社会福祉学,'0,'34
'3806,'64,'01,'0,'0,'242,'福山平成大　　,'福祉健康,'福祉　　　　,'　,'　　　,'社会福祉学,'1,'34
'3806,'64,'02,'0,'0,'654,'福山平成大　　,'福祉健康,'健康スポーツ,'　,'　　　,'体育・健康,'1,'34
'3806,'64,'05,'0,'0,'301,'福山平成大　　,'福祉健康,'こども　　　,'　,'　　　,'小学校　　,'1,'34
'3806,'65,'00,'0,'0,'651,'福山平成大　　,'看護　　,'　　　　　　,'　,'　　　,'看護　　　,'0,'34
'3806,'65,'01,'0,'0,'651,'福山平成大　　,'看護　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'34
'3807,'01,'00,'0,'0,'101,'安田女子大　　,'文　　　,'　　　　　　,'　,'　　　,'日本文学　,'0,'34
'3807,'01,'01,'0,'0,'151,'安田女子大　　,'文　　　,'英語英米文　,'　,'　　　,'英米語　　,'1,'34
'3807,'01,'03,'0,'0,'101,'安田女子大　　,'文　　　,'日本文　　　,'　,'　　　,'日本文学　,'1,'34
'3807,'01,'08,'0,'0,'454,'安田女子大　　,'文　　　,'書道　　　　,'　,'　　　,'書道　　　,'1,'34
'3807,'03,'00,'0,'0,'105,'安田女子大　　,'心理　　,'　　　　　　,'　,'　　　,'心理学　　,'0,'34
'3807,'03,'01,'0,'0,'105,'安田女子大　　,'心理　　,'現代心理　　,'　,'　　　,'心理学　　,'1,'34
'3807,'03,'02,'0,'0,'105,'安田女子大　　,'心理　　,'ビジネス心理,'　,'　　　,'心理学　　,'1,'34
'3807,'21,'00,'0,'0,'222,'安田女子大　　,'現代ビジ,'　　　　　　,'　,'　　　,'経営学・商,'0,'34
'3807,'21,'01,'0,'0,'221,'安田女子大　　,'現代ビジ,'現代ビジネス,'　,'　　　,'経済学　　,'1,'34
'3807,'21,'02,'0,'0,'222,'安田女子大　　,'現代ビジ,'国際観光ビジ,'　,'　　　,'経営学・商,'1,'34
